midtest,finaltest,attendance,avggrade,percentgrade,counselnum,extralecture,scalarship,scolarregister
10,2,18,0.1,31,0,0,0,1
10,2,16,0.3,31,0,0,0,1
13,3,13,0.5,31,0,0,0,1
9,9,13,0.8,31,0,0,0,1
7,0,20,0,31,1,0,3427000,1
13,4,8,0.3,31,1,0,0,1
8,8,7,0.5,31,1,0,0,1
13,3,14,0.3,31,0,0,0,1
10,4,14,0.2,30,3,0,1150000,1
11,12,10,0.6,30,2,0,0,1
10,9,17,0.4,30,3,0,0,1
8,6,15,0.3,30,1,0,0,1
11,7,13,0.7,30,0,0,0,1
12,7,11,0.5,30,0,0,0,1
16,4,15,0.3,30,0,0,0,1
9,10,8,0.7,30,0,0,0,1
10,15,15,1.1,30,6,4,611000,1
10,11,12,1.1,30,4,5,251000,1
14,1,15,0,29,1,2,3325000,1
8,9,12,0.7,28,1,0,251460,1
11,9,15,0.8,28,1,0,1150000,1
10,12,12,0.6,28,2,0,0,1
9,6,10,0.7,28,2,0,3528000,1
10,0,18,0,28,0,0,0,1
8,8,11,0.5,28,0,0,0,1
9,8,10,0.3,27,1,2,0,2
11,0,12,0,27,1,0,3427000,1
11,0,11,0,27,2,0,3427000,1
3,9,11,0.3,27,0,0,0,1
11,1,12,0,27,1,0,2300000,1
8,3,12,0.3,27,1,0,0,1
9,10,11,0.7,27,2,0,0,1
8,6,11,0.2,26,1,0,0,1
13,5,6,0,26,1,0,4023000,1
8,0,4,0.4,26,1,1,251460,1
7,8,11,0.6,26,2,0,4023000,1
8,6,14,0.3,26,0,0,0,1
10,14,14,1.1,26,3,3,2831000,1
8,3,12,0,25,2,0,787500,1
13,1,8,0,25,1,0,4023000,1
9,0,9,0,25,1,0,0,1
9,8,9,0.5,25,1,0,1440000,1
9,4,9,0.4,25,1,0,2300000,1
10,3,9,0.3,25,1,0,0,1
9,2,10,0.3,25,1,0,2846000,1
6,7,6,0.5,25,1,0,0,1
8,4,12,0.1,25,0,0,0,1
9,8,9,0.5,25,0,0,0,1
10,3,9,0.3,25,1,0,0,1
12,0,12,0,24,1,0,3427000,1
7,4,9,0.4,24,1,0,2087000,1
12,2,10,0,24,3,0,2130000,1
7,3,12,0.1,24,1,0,2665000,1
7,8,9,0.6,24,0,0,0,1
12,0,11,0,24,2,0,2087000,1
12,2,10,0,24,3,0,2130000,1
9,10,11,0.5,23,3,0,3921000,1
11,10,14,0.4,23,2,0,3427000,1
7,7,9,0.6,23,0,0,0,1
7,6,10,0.4,23,1,0,0,1
6,8,9,0.6,23,0,0,0,1
8,7,5,0.6,22,1,0,251460,2
11,6,13,0.3,22,1,1,3325000,1
7,3,7,0.3,22,0,0,2665000,1
4,4,14,0.2,22,1,0,0,1
8,4,12,0.3,22,0,0,0,1
7,8,9,0.3,22,0,0,0,1
12,0,12,0.2,21,2,0,3921000,1
9,3,10,0.2,21,1,0,3427000,1
12,3,4,0.2,21,0,0,0,1
5,1,5,0.4,21,1,0,1770000,1
13,1,7,0.2,21,1,0,0,1
8,3,10,0.3,21,0,0,0,1
12,0,12,0.2,21,2,0,3921000,1
9,3,10,0.2,21,1,0,3427000,1
6,6,6,0.8,20,1,2,501460,1
3,8,8,0.4,20,2,0,4023000,1
5,1,14,0,20,0,0,0,1
8,3,9,0.3,20,1,1,3325000,1
3,8,8,0.4,20,2,0,4023000,1
5,4,8,0.4,19,2,0,251460,2
10,3,9,0.4,19,3,0,1440000,1
6,5,5,0.5,19,1,0,2665000,1
3,0,14,0,19,6,2,251460,1
6,6,8,0.5,19,0,0,0,1
10,6,7,0,19,0,2,3223000,1
5,3,7,0.3,19,2,0,0,1
9,3,9,0.4,18,9,1,3325000,1
6,3,5,0.2,18,1,0,0,1
6,4,8,0.5,18,0,0,0,1
7,1,10,0,18,0,0,0,1
6,3,7,0.4,18,0,0,0,1
6,3,5,0.2,18,1,0,0,1
5,1,10,0,17,1,1,0,1
4,3,9,0.2,17,2,0,4023000,1
5,6,5,0.6,17,1,0,0,1
4,6,7,0.3,17,0,0,0,1
7,3,7,0.3,17,0,0,0,1
4,4,5,0.6,16,0,0,0,1
4,4,5,0.6,16,0,0,0,1
6,0,8,0,16,1,0,3427000,1
13,0,6,0,16,1,0,2750000,1
4,4,9,0.2,16,0,0,0,1
11,6,18,0,16,4,4,2916000,1
4,3,8,0.4,16,5,1,251460,1
5,0,8,0,15,0,0,0,1
7,7,5,0.4,15,4,0,3717000,1
7,2,5,0.3,14,4,1,3325000,2
9,4,9,0.5,14,3,0,2871460,1
6,7,8,0.3,14,2,1,251460,1
4,2,6,0.2,14,1,0,4290000,1
9,3,5,0.2,14,1,0,0,1
5,3,4,0.2,14,1,0,2665000,1
5,2,7,0.1,14,0,0,0,1
5,3,5,0.1,14,1,0,587500,1
5,3,6,0.2,14,1,0,0,1
5,1,8,0.1,14,3,0,0,1
8,7,9,0.3,14,6,3,2511460,1
5,3,4,0.2,14,1,0,2665000,1
7,3,19,0.4,14,3,1,3717000,1
3,4,3,0.4,13,3,1,251460,1
3,1,11,0,13,3,0,0,1
6,0,7,0,13,2,0,3427000,1
3,4,3,0.4,13,3,0,3261000,1
7,0,6,0,13,2,0,4023000,1
1,2,7,0,13,2,0,1076000,1
5,4,4,0.2,13,0,0,0,1
3,4,3,0.4,12,2,1,251460,2
4,3,2,0,12,2,5,3921000,1
4,0,6,0,12,2,3,2771460,1
1,6,3,0.3,12,3,0,3427000,1
5,0,7,0,12,1,0,0,1
5,1,6,0.1,12,1,0,0,1
6,0,5,0,12,1,0,0,1
7,0,3,0,12,1,0,4023000,1
3,6,4,0.3,12,0,0,0,1
5,1,5,0.2,11,5,0,3325000,1
5,0,6,0,11,2,0,4023000,1
5,0,6,0,11,2,0,0,1
3,2,3,0.2,11,1,0,1770000,1
2,4,3,0.3,11,1,0,0,1
1,2,7,0,11,2,0,1076000,1
3,3,5,0.1,11,1,0,0,1
1,1,7,0,11,0,0,0,1
2,2,5,0.3,11,0,0,0,1
3,4,7,0.4,11,0,0,0,1
2,3,3,0.4,11,3,0,0,1
4,3,5,0,10,3,2,2744460,1
4,0,6,0,10,3,0,0,1
8,0,1,0,10,1,0,0,1
3,2,8,0.1,10,1,0,3642000,1
3,5,4,0.3,10,3,0,3427000,1
2,3,4,0,10,1,0,4023000,1
3,2,5,0.2,10,0,0,0,1
2,3,3,0.3,10,0,0,0,1
3,3,3,0.4,10,0,0,0,1
10,0,8,0,10,2,1,3717000,1
4,0,0,0,10,4,1,251460,1
4,3,5,0,10,3,2,2744460,1
7,5,7,0,10,5,3,251460,1
3,0,3,0.2,9,3,0,0,1
4,0,6,0,9,2,0,4023000,1
4,1,4,0.2,9,0,0,0,1
0,0,9,0,9,0,0,0,1
6,5,5,0.2,9,1,1,251460,1
3,2,5,0,9,3,0,3427000,1
6,8,6,0.4,9,4,2,251000,1
3,3,2,0.3,8,0,0,0,1
3,3,3,0.3,8,0,0,4290000,1
4,1,4,0,8,2,0,4023000,1
3,0,4,0,8,1,0,4023000,1
3,3,2,0.3,8,0,0,4290000,1
5,0,3,0,8,2,0,3427000,1
0,1,6,0,8,0,0,0,1
2,1,4,0.1,8,0,0,0,1
2,2,5,0.1,8,0,0,0,1
0,0,3,0.1,8,5,2,3779000,1
3,0,4,0,7,2,1,251460,1
1,1,3,0,7,2,0,0,1
5,0,3,0,7,2,0,3427000,1
4,2,2,0,7,2,0,4023000,1
3,3,2,0.2,7,0,0,0,1
4,0,5,0,7,0,0,0,1
1,1,5,0,7,0,0,0,1
4,2,2,0.1,7,0,0,0,1
3,0,4,0,7,2,1,251460,1
6,0,0,0,7,1,0,1440000,1
3,3,2,0.2,7,0,0,0,1
4,0,4,0,6,2,1,251460,1
3,0,5,0,6,2,0,251460,1
3,0,3,0.1,6,0,0,4290000,1
1,2,3,0,6,2,0,3105500,1
4,0,3,0,6,1,0,0,1
4,0,0,0,6,1,0,2087000,1
2,2,2,0.2,6,0,0,0,1
2,3,2,0.2,6,0,0,0,1
2,3,1,0.2,6,0,0,0,1
2,2,2,0.2,6,0,0,0,1
2,6,4,0,6,2,3,1228960,1
4,0,4,0,6,2,1,251460,1
2,0,2,0,5,1,0,3427000,1
3,0,2,0,5,1,0,0,1
4,0,2,0,5,2,0,0,1
3,0,2,0,5,2,0,0,1
1,2,2,0,5,2,0,4023000,1
2,0,3,0,5,0,0,0,1
2,2,3,0.1,5,0,0,0,1
1,0,4,0,5,0,0,0,1
9,5,5,0,5,3,6,3615000,1
2,0,3,0,4,1,2,251460,2
2,0,2,0,4,1,0,4023000,1
1,0,3,0,4,0,0,0,1
2,1,2,0,4,0,0,0,1
3,0,2,0,4,0,0,0,1
2,0,2,0,4,0,0,0,1
5,0,4,0,4,3,3,2921460,1
4,4,5,0,3,2,1,251460,2
3,0,0,0,3,1,0,3427000,1
3,0,0,0,3,1,0,837500,1
2,0,0,0,3,1,0,0,1
2,0,0,0,3,1,0,1440000,1
2,0,1,0,3,1,0,0,1
3,0,0,0,3,0,0,0,1
0,0,3,0,3,0,0,0,1
2,0,2,0,3,0,0,0,1
1,2,2,0.1,3,0,0,0,1
0,0,2,0,3,0,0,0,1
1,2,2,0.1,3,0,0,0,1
1,0,1,0,2,4,0,3427000,1
1,0,1,0,2,1,0,0,1
1,0,1,0,2,4,0,3427000,1
1,0,1,0,2,0,0,0,1
1,0,0,0,1,2,0,4023000,1
1,0,1,0,1,1,0,0,1
1,0,2,0,1,0,0,0,1
0,0,1,0,1,1,0,0,1
26,33,29,0,0,1,2,4188000,1
25,31,25,0,0,1,0,2080000,1
3,0,2,0,0,0,0,737500,1
0,0,0,0,0,1,0,2650000,1
1,0,1,0,0,1,2,3512000,1
1,0,2,0,0,3,3,2251000,1
4,0,3,0,0,5,3,3615000,1
2,0,1,0,0,3,3,251460,1
4,0,10,0,0,1,1,928960,1
0,0,0,0,0,1,0,0,1
7,9,7,0,0,2,3,251000,1
5,3,5,0,0,2,4,2791000,1
5,7,5,0,0,5,4,251460,1
4,0,2,0,0,3,2,251460,1
3,0,3,0,0,6,2,251460,1
7,5,4,0,0,5,2,251460,1
